hour,Z00,Z01,Z02,Z03,Z04
2394,821.88,900.49,1108.43,1210.87,858.07
2395,818.91,888.59,1085.5,1222.68,849.51
2396,767.63,856.36,1026.56,1158.19,807.28
2397,711.06,808.8,965.87,1080.26,754.97
2398,652.56,745.01,891.65,991.5,681.27
2399,592.48,697.79,838.51,920.59,623.54
2400,550.39,645.47,795.34,853.31,591.66
2401,529.86,614.11,776.53,809.41,552.33
2402,515.8,599.37,743.38,792.78,545.43
2403,512.55,602.2,723.25,784.25,535.58
2404,517.52,609.35,725.25,795.91,530.03
2405,547.9,645.48,751.75,838.6,552.4
2406,598.07,711.25,815.52,913.73,610.94
2407,653.56,794.35,909.8,1010.89,677.99
2408,687.07,822.81,952.98,1029.59,711.97
2409,702.25,829.26,983.45,1041.88,709.73
2410,706.11,831.74,1000.72,1025.81,714.13
2411,704.52,843.55,1010.01,1034.89,714.03
2412,707.56,857.18,1002.34,1029.07,723.76
2413,705.17,824.22,1003.6,1002.38,714.3
2414,704.09,811.35,1022.61,1020.14,705.75
2415,705.38,833.98,1011.03,996.78,722.82
2416,732.22,853.49,1055.59,1033.39,727.52
2417,791.34,885.48,1111.08,1090.61,754.16
2418,816.68,912.42,1138.17,1138.68,784.98
2419,813.12,895.41,1111.19,1159.96,773.47
2420,781.32,846.23,1062.53,1113.8,736.07
2421,709.01,794.73,990.92,1050.17,704.19
2422,655.85,727.25,920.07,980.31,660.03
2423,596.15,681.84,841.17,901.91,610.41
2424,571.47,624.8,779.2,838.29,573.25
2425,542.28,599.86,742.32,794.43,537.21
2426,523.79,580.47,719.22,777.95,524.23
2427,516.15,586.38,719.48,769.62,513.16
2428,524.8,587.63,738.61,780.83,522.53
2429,549.25,623.51,780.63,824.22,554.13
2430,604.65,700.66,868.49,888.8,602.42
2431,649.53,769.75,946.14,970.01,652.81
2432,676.17,795.62,982.35,1022.21,691.12
2433,697.93,809.95,1025.23,1040.38,704.11
2434,723.1,820.17,1012.28,1066.58,711.29
2435,736.57,843.12,1032.69,1081.99,729.97
2436,738.87,844.01,1054.79,1067.59,726.37
2437,741.89,841.51,1057.44,1066.84,719.52
2438,750.07,829.6,1046.37,1093.18,713.84
2439,770.88,838.02,1066.53,1107.7,710.47
2440,801.06,874.86,1095.5,1128.11,744.93
2441,835.01,911.69,1149.99,1161.85,777.17
2442,865.09,937.99,1181.06,1224.35,805.07
2443,857.11,925.19,1163.14,1233.76,800.26
2444,820.52,897.05,1124.95,1179.88,768.55
2445,768.01,844.3,1041.74,1111.4,742.53
2446,700.19,781.49,946.26,1023.35,688.5
2447,624.38,708.56,855.84,941.12,627.15
2448,582.37,654.59,791.65,895.11,576.13
2449,540.39,630.8,757.28,855.62,546.45
2450,527.44,611.13,750.75,839.77,523.56
2451,520.95,609.19,755.22,835.77,523.26
2452,517.52,620.72,746.07,844.85,530.16
2453,550.38,648.23,778.33,882.45,564.87
2454,612.63,703.26,862.27,972.27,623.26
2455,669.53,775.95,945.69,1048.17,680.01
2456,711.92,787.32,982.95,1102.15,703.85
2457,741.97,780.64,1015.21,1127.33,719.02
2458,737.58,805.78,1034.22,1135.06,716.02
2459,753.29,806.2,1038.61,1142.19,723.51
2460,756.18,809.36,1014.72,1123.82,735.6
2461,751.42,813.4,1001.81,1132.79,710.8
2462,758.3,834.88,1009.77,1123.32,711.57
2463,757.72,832.23,1025.49,1137.26,712.89
2464,772.96,854.36,1064.58,1170.45,730.16
2465,800.28,904.25,1119.64,1224.76,769.2
2466,820.9,935.99,1130.08,1264.54,801.65
2467,812.72,918.63,1103.82,1218.11,800.47
2468,763.78,888.86,1075.99,1169.98,777.97
2469,706.62,814.8,1017.89,1088.58,724.98
2470,657.29,761.01,949.21,1004.16,668.75
2471,601.99,696.46,878.81,923.14,609.23
2472,529.74,611.67,765.17,825.09,528.69
2473,492.66,576.89,734.85,785.98,499.55
2474,476.22,560.57,708.19,762.66,485.2
2475,467.74,560.58,702.7,739.54,488.56
2476,475.35,569.66,710.43,740.72,495.67
2477,497.85,607.57,734.93,763.64,514.7
2478,555.5,672.3,790.78,849.9,561.21
2479,606.69,729.14,850.56,936.17,628.49
2480,633.23,756.27,891.48,991.25,650.46
2481,647.1,771.21,911.4,1011.16,671.05
2482,660.21,773.94,918.58,1028.47,689.22
2483,663.48,794.24,926.39,1036.54,706.6
2484,673.52,782.33,927.42,1019.0,699.64
2485,671.13,790.39,937.16,986.63,694.23
2486,672.53,782.67,932.48,1002.61,703.98
2487,679.49,781.06,930.15,1013.35,689.98
2488,703.53,802.93,954.69,1033.82,701.45
2489,745.18,826.98,987.97,1088.75,728.84
2490,779.79,874.29,1033.75,1109.08,749.43
2491,775.45,883.25,1028.5,1085.56,750.69
2492,748.23,857.79,986.73,1045.24,714.7
2493,700.26,817.81,933.47,977.27,666.19
2494,654.02,762.68,848.34,919.73,605.42
2495,597.29,681.46,769.36,847.68,552.6
2496,547.35,647.0,720.99,808.13,528.8
2497,528.29,608.66,677.28,764.01,496.82
2498,514.48,597.67,661.5,744.4,489.69
2499,499.95,586.37,644.52,754.8,493.0
2500,504.93,589.71,645.12,768.42,509.15
2501,525.53,612.83,672.06,808.23,540.63
2502,592.43,677.83,751.15,908.02,598.35
2503,649.09,747.83,831.45,1003.25,640.69
2504,662.7,767.45,879.1,1042.19,675.86
2505,679.85,785.15,903.38,1058.72,680.55
2506,682.63,795.83,917.64,1043.04,696.5
2507,704.41,801.09,923.14,1041.81,707.42
2508,694.59,797.92,920.63,1047.0,697.88
2509,669.02,800.21,912.9,1014.08,689.95
2510,669.76,810.92,923.63,1013.33,676.49
2511,673.59,823.57,910.82,1055.9,694.9
2512,689.84,851.71,949.59,1091.84,712.88
2513,703.76,896.43,1005.87,1164.74,748.43
2514,734.23,919.17,1041.23,1204.25,777.25
2515,744.18,907.87,1053.44,1165.94,780.86
2516,695.71,866.39,1014.6,1114.8,753.18
2517,661.98,800.47,951.0,1043.2,695.08
2518,606.84,743.68,877.45,947.43,627.87
2519,572.41,694.34,809.76,884.06,566.31
2520,581.94,719.19,808.9,890.56,587.57
2521,552.0,679.55,781.53,846.52,560.66
2522,544.68,656.06,743.04,813.19,549.18
2523,540.27,639.31,726.7,805.16,536.38
2524,542.96,651.08,736.25,808.93,546.65
2525,575.81,682.65,768.46,836.57,579.93
2526,628.8,758.73,827.6,932.96,638.91
2527,670.89,814.66,914.65,1015.01,689.13
2528,716.08,847.92,923.42,1073.56,716.59
2529,726.65,856.64,953.04,1105.82,737.96
2530,727.93,865.81,961.21,1094.56,734.92
2531,737.7,870.11,975.12,1118.67,729.72
2532,723.63,849.64,982.45,1108.91,734.76
2533,705.23,849.11,957.75,1087.24,732.66
2534,701.77,848.61,950.95,1099.09,730.73
2535,705.08,857.52,932.22,1099.48,732.6
2536,727.33,880.29,936.32,1156.11,753.01
2537,773.12,910.03,987.06,1199.23,779.83
2538,796.75,942.41,1053.7,1240.25,806.69
2539,795.49,942.58,1050.72,1223.37,790.6
2540,767.01,918.67,999.02,1164.88,747.02
2541,709.02,860.79,947.46,1097.58,703.4
2542,656.4,787.5,881.0,1018.04,652.38
2543,594.68,730.1,819.12,927.68,592.13
2544,567.61,686.49,783.75,880.42,565.83
2545,543.22,650.02,752.1,852.53,535.82
2546,529.54,632.26,734.02,813.33,532.76
2547,514.26,627.49,710.28,793.18,524.71
2548,522.42,625.73,715.82,803.29,531.98
2549,545.27,658.88,750.2,827.99,559.22
2550,605.84,723.58,821.29,909.81,603.4
2551,660.53,784.56,901.84,996.0,677.21
2552,681.83,833.12,941.64,1045.47,714.79
2553,704.35,832.79,953.37,1064.26,727.26
2554,718.0,840.14,972.48,1085.12,728.96
2555,719.95,849.86,983.98,1108.65,725.07
2556,730.53,851.45,975.94,1108.93,727.75
2557,720.81,857.53,971.72,1073.88,729.7
2558,718.16,835.19,967.79,1074.32,726.08
2559,726.37,839.68,984.88,1086.2,736.82
2560,740.66,854.77,1030.48,1093.7,760.09
2561,771.56,879.76,1058.63,1151.83,804.29
2562,798.22,905.64,1099.3,1197.97,833.6
2563,806.83,903.89,1086.55,1172.57,823.07
2564,785.54,862.69,1044.61,1094.03,795.59
2565,732.6,828.37,993.7,1036.23,752.9
2566,688.03,750.09,937.51,957.96,693.3
2567,628.74,690.54,857.28,856.92,651.32
2568,593.28,655.19,798.09,800.96,609.76
2569,569.17,624.57,775.61,760.03,583.02
2570,555.28,613.67,762.18,754.72,563.63
2571,561.98,603.91,753.44,759.76,545.07
2572,569.12,615.96,771.77,774.97,538.8
2573,589.05,646.54,800.79,795.48,570.13
2574,655.95,707.24,887.2,879.17,622.28
2575,710.04,763.4,971.09,967.94,674.97
2576,735.05,792.02,1010.58,1015.81,694.71
2577,722.32,816.12,1016.36,1027.97,702.9
2578,737.58,819.96,1030.2,1049.64,707.25
2579,751.0,836.2,1067.34,1069.69,718.39
2580,756.77,834.89,1046.49,1090.19,705.24
2581,756.48,827.49,1051.99,1054.98,717.8
2582,769.27,841.11,1053.14,1056.1,710.96
2583,773.85,837.49,1068.26,1069.57,701.88
2584,802.19,861.42,1090.76,1098.55,718.09
2585,829.85,912.16,1167.96,1129.39,770.02
2586,853.62,951.33,1206.8,1159.34,796.63
2587,854.34,947.3,1185.19,1169.22,798.75
2588,818.39,920.75,1123.35,1151.83,763.76
2589,752.48,856.85,1061.12,1084.02,711.22
2590,695.42,790.89,988.51,1004.82,642.29
2591,634.09,738.67,883.89,920.43,588.88
2592,589.78,687.3,816.11,846.9,550.08
2593,563.01,657.41,770.0,808.1,535.11
2594,545.09,644.28,727.29,790.08,521.03
2595,527.33,637.33,710.68,791.67,519.53
2596,527.09,648.09,714.15,802.07,536.31
2597,566.86,674.68,759.12,840.4,574.83
2598,611.91,742.74,847.39,928.57,627.12
2599,669.45,808.38,921.62,1016.39,678.35
2600,702.48,844.99,970.35,1060.02,700.06
2601,721.76,862.63,957.36,1101.44,718.23
2602,717.76,888.62,960.06,1128.74,729.39
2603,721.99,905.59,961.51,1123.02,732.69
2604,723.4,924.8,968.28,1122.83,723.91
2605,723.47,922.94,958.1,1090.3,716.68
2606,717.67,923.91,975.13,1092.89,725.35
2607,714.57,936.98,980.73,1114.4,737.86
2608,744.74,974.02,1007.92,1135.05,741.12
2609,790.01,1006.49,1036.73,1210.31,785.51
2610,821.39,1021.88,1092.7,1249.45,819.52
2611,807.86,994.4,1067.49,1263.3,808.03
2612,776.23,957.48,1043.67,1208.34,775.26
2613,727.38,891.2,978.36,1125.92,735.03
2614,677.15,817.77,923.69,1027.21,670.47
2615,610.38,748.64,854.29,936.07,622.91
2616,574.95,712.21,789.28,876.41,580.19
2617,545.69,673.17,747.43,839.94,551.9
2618,524.54,648.86,721.89,817.3,539.96
2619,519.23,636.0,705.7,794.87,531.48
2620,526.55,649.52,715.98,800.2,537.39
2621,551.67,681.43,755.26,843.19,560.81
2622,610.06,753.87,824.69,926.32,597.0
2623,654.3,830.7,892.01,1020.39,639.87
2624,681.87,861.14,938.07,1079.3,663.14
2625,699.94,868.86,955.23,1083.45,675.2
2626,709.79,864.18,961.91,1111.37,681.02
2627,726.43,866.89,996.52,1114.99,672.36
2628,715.9,856.37,997.93,1098.5,686.79
2629,696.46,850.48,982.95,1093.01,677.43
2630,699.57,837.75,987.23,1100.98,664.94
2631,711.23,848.44,1006.17,1109.26,676.02
2632,751.39,869.34,1044.32,1168.21,701.59
2633,791.97,919.37,1093.28,1241.5,742.02
2634,811.17,940.38,1113.53,1299.81,766.56
2635,811.78,934.32,1105.81,1292.79,779.47
2636,768.2,902.09,1081.21,1260.54,748.88
2637,706.44,829.19,1010.8,1204.83,721.26
2638,672.8,768.99,930.96,1100.14,659.58
2639,618.02,700.32,840.43,995.6,598.09
2640,544.82,609.1,728.8,882.84,531.49
2641,520.97,569.82,690.49,822.03,503.9
2642,517.49,557.05,664.67,797.22,501.23
2643,511.06,546.97,660.65,800.62,492.72
2644,523.74,553.14,664.78,806.68,488.32
2645,543.23,589.12,688.57,852.23,502.75
2646,586.63,625.35,746.85,924.22,563.73
2647,649.64,692.54,814.11,996.8,612.51
2648,686.66,744.08,820.66,1011.12,648.75
2649,702.4,759.4,857.46,1049.1,653.02
2650,708.94,764.22,877.41,1073.08,662.32
2651,715.01,771.82,889.35,1088.23,679.8
2652,707.34,781.38,880.28,1079.38,682.3
2653,711.12,797.32,863.1,1068.46,669.14
2654,714.14,789.23,859.73,1063.15,661.36
2655,722.74,768.26,888.33,1058.47,674.04
2656,744.13,794.68,920.58,1095.22,684.09
2657,785.29,832.21,975.15,1143.04,727.65
2658,814.73,861.45,1024.33,1159.82,768.65
2659,811.17,852.94,1002.11,1158.28,763.98
2660,762.7,795.41,939.2,1093.32,721.31
2661,715.84,749.76,877.62,1015.5,670.36
2662,674.08,687.01,797.8,935.55,625.31
2663,611.09,633.18,735.82,853.48,568.22
2664,571.88,595.87,692.24,806.82,525.14
2665,547.35,561.91,660.44,789.13,493.91
2666,536.83,536.64,641.38,773.4,486.17
2667,531.12,541.19,626.36,764.69,480.02
2668,526.3,549.48,640.23,788.74,482.16
2669,555.24,582.61,667.47,832.48,506.7
2670,600.56,654.76,737.9,914.67,573.12
2671,647.26,719.65,791.72,980.21,632.79
2672,677.05,752.59,817.05,1020.69,657.02
2673,686.65,746.94,829.49,1043.7,673.35
2674,698.43,766.59,851.96,1052.53,678.6
2675,728.89,783.39,880.81,1061.11,683.41
2676,732.28,773.43,884.7,1060.55,690.63
2677,728.0,752.82,888.77,1062.94,690.11
2678,717.71,758.11,891.88,1056.63,693.98
2679,716.83,765.31,918.91,1078.08,713.54
2680,726.36,802.87,927.98,1128.23,747.07
2681,753.83,827.74,969.67,1179.44,783.45
2682,769.35,858.01,1011.15,1220.76,819.85
2683,755.83,858.67,1017.08,1205.24,803.21
2684,720.55,826.75,965.62,1152.99,760.06
2685,666.23,763.19,894.07,1060.89,703.66
2686,603.98,692.67,823.62,991.01,646.24
2687,544.38,632.17,747.24,891.21,592.21
2688,554.73,660.67,744.07,907.24,594.47
2689,528.7,622.95,696.01,852.84,564.47
2690,522.21,604.48,673.77,830.65,551.12
2691,522.08,603.88,672.68,835.22,552.35
2692,526.77,615.96,686.84,826.5,552.95
2693,558.95,659.57,726.51,868.48,580.95
2694,604.06,719.57,804.76,964.74,639.06
2695,677.52,778.97,873.28,1037.65,698.11
2696,715.06,820.0,924.88,1099.18,731.01
2697,726.42,834.23,930.53,1110.18,734.0
2698,722.59,842.51,932.99,1129.77,744.59
2699,732.45,840.55,942.99,1149.58,738.96
2700,715.7,833.43,921.6,1142.04,745.35
2701,702.39,818.6,915.67,1148.6,739.86
2702,709.38,813.7,937.49,1161.34,734.72
2703,717.15,816.07,947.89,1174.38,749.03
2704,733.65,838.27,986.34,1203.2,778.84
2705,777.21,875.8,1024.29,1249.18,812.26
2706,794.9,921.54,1060.1,1282.8,838.41
2707,791.22,934.99,1040.37,1273.79,819.2
2708,752.54,891.26,988.74,1206.43,779.77
2709,697.85,850.82,901.92,1147.84,731.78
2710,648.05,789.07,846.71,1060.27,678.31
2711,586.77,703.27,788.24,983.61,612.92
2712,565.8,666.93,744.79,916.49,588.38
2713,534.49,623.85,712.46,866.74,558.03
2714,533.59,616.87,696.67,833.87,532.99
2715,519.38,605.39,692.69,838.69,516.74
2716,530.1,625.76,709.69,849.97,528.76
2717,549.81,669.8,757.94,894.36,561.25
2718,595.19,731.98,830.82,984.25,630.96
2719,651.32,789.02,905.09,1064.66,700.66
2720,684.76,832.48,953.82,1121.58,738.43
2721,688.02,840.0,974.84,1155.19,745.58
2722,705.79,847.44,992.21,1166.58,752.78
2723,706.1,865.79,1005.51,1174.75,790.25
2724,707.91,864.12,1012.73,1165.65,793.96
2725,704.92,862.71,994.83,1164.27,772.49
2726,710.4,881.5,990.32,1152.5,777.63
2727,701.88,892.0,995.65,1154.09,788.45
2728,737.42,923.35,1021.93,1175.12,815.45
2729,777.25,958.1,1083.23,1220.01,822.78
2730,800.79,960.27,1121.25,1283.8,832.34
2731,784.2,953.7,1118.46,1265.42,833.68
2732,735.18,912.3,1074.62,1201.6,789.77
2733,677.97,859.56,1014.04,1124.93,757.06
2734,631.2,792.82,957.55,1029.77,701.08
2735,576.78,720.56,873.2,920.08,636.6
2736,536.19,675.65,810.18,862.59,603.4
2737,508.06,643.46,762.01,829.19,571.61
2738,506.38,620.46,740.18,812.3,547.69
2739,498.58,602.69,737.52,806.74,542.36
2740,502.53,613.58,739.97,824.52,551.08
2741,539.11,646.5,779.54,864.92,577.51
2742,597.13,716.93,853.49,926.63,630.34
2743,652.35,777.7,915.91,1011.23,704.15
2744,675.05,809.66,937.12,1074.01,733.33
2745,676.23,817.62,941.8,1089.83,750.34
2746,674.29,823.05,947.35,1104.4,754.05
2747,678.57,841.09,962.29,1110.76,761.9
2748,678.66,859.52,957.14,1100.94,781.26
2749,677.14,848.53,967.86,1100.32,776.6
2750,683.57,853.27,964.33,1084.59,778.91
2751,693.53,854.11,968.93,1101.68,781.08
2752,716.77,863.9,984.02,1137.15,799.74
2753,742.07,899.28,1031.1,1208.0,847.33
2754,749.49,930.2,1073.31,1275.05,857.48
2755,740.63,920.27,1075.54,1264.48,833.91
2756,702.29,873.23,1030.54,1194.46,792.96
2757,654.72,821.24,964.95,1114.82,736.4
2758,604.32,769.44,889.05,1022.98,667.66
2759,546.84,700.91,824.65,938.24,615.3
2760,509.53,666.14,766.17,878.59,556.82
2761,486.68,638.73,717.56,835.8,529.34
2762,477.42,630.21,689.48,813.4,519.53
2763,469.37,626.79,675.88,802.72,512.16
2764,481.18,642.33,695.67,808.78,514.75
2765,507.31,676.17,736.6,842.88,544.56
2766,553.05,732.25,818.8,939.94,619.91
2767,606.58,788.68,900.74,1010.48,673.39
2768,650.31,817.7,936.59,1058.4,703.4
2769,659.62,825.13,971.67,1095.15,713.96
2770,678.23,826.76,968.23,1105.89,727.18
2771,698.28,834.31,977.19,1105.75,729.13
2772,712.11,835.55,973.02,1128.72,734.23
2773,698.5,824.85,953.11,1132.84,711.28
2774,716.26,829.93,949.07,1136.64,694.26
2775,723.91,858.89,962.1,1141.35,707.0
2776,742.19,873.77,996.18,1170.06,730.13
2777,774.51,909.51,1059.06,1220.51,759.19
2778,807.82,930.07,1081.64,1281.89,776.01
2779,800.95,936.41,1066.1,1278.07,774.11
2780,764.13,906.05,1028.17,1210.41,732.72
2781,726.18,835.58,962.26,1116.6,682.99
2782,663.36,776.1,896.02,1008.75,650.7
2783,599.6,699.67,804.49,934.65,591.41
2784,569.55,665.04,761.42,879.77,557.37
2785,546.06,633.67,723.29,831.99,524.76
2786,538.48,618.74,705.12,815.9,506.18
2787,523.99,598.49,702.04,805.35,508.91
2788,537.37,609.31,708.72,817.53,511.88
2789,568.09,644.2,733.53,874.25,542.13
2790,636.75,721.26,802.2,961.07,607.79
2791,683.05,788.81,863.77,1033.06,663.48
2792,712.15,821.96,922.88,1085.67,705.37
2793,722.84,832.19,920.43,1116.8,714.83
2794,715.35,846.83,935.27,1134.05,723.97
2795,715.83,864.1,930.01,1145.31,721.81
2796,725.51,872.04,937.56,1177.72,721.52
2797,714.07,872.67,921.1,1158.71,715.68
2798,707.67,870.56,903.94,1167.83,707.62
2799,722.06,864.41,909.01,1183.99,702.44
2800,751.31,890.54,947.08,1214.68,727.39
2801,794.77,948.35,1012.97,1301.75,769.51
2802,814.35,995.79,1073.24,1336.12,801.79
2803,805.99,978.47,1091.42,1326.13,800.45
2804,779.62,957.36,1045.33,1294.33,770.53
2805,723.38,908.68,984.03,1220.12,712.99
2806,660.65,843.86,909.49,1137.24,649.52
2807,610.66,762.37,831.67,1037.39,600.3
2808,543.66,673.28,720.71,914.13,517.37
2809,509.31,645.66,683.23,874.27,484.53
2810,480.58,642.62,666.37,864.9,466.06
2811,466.17,628.91,649.27,846.15,469.97
2812,467.15,633.35,652.74,852.08,479.46
2813,491.86,673.39,679.67,897.42,511.74
2814,546.27,747.4,750.7,992.79,553.96
2815,595.73,820.01,819.59,1072.72,613.94
2816,616.1,846.13,857.21,1129.66,648.19
2817,630.79,854.05,877.02,1128.84,660.9
2818,630.44,862.18,892.44,1119.59,650.28
2819,637.59,872.34,886.97,1135.7,646.36
2820,633.82,878.18,882.28,1111.99,660.29
2821,650.42,859.95,874.58,1088.13,655.98
2822,657.26,842.65,894.85,1100.36,651.95
2823,657.03,859.52,886.58,1104.59,677.69
2824,668.19,881.23,911.33,1137.52,699.44
2825,696.47,918.87,934.54,1207.46,723.54
2826,707.71,959.78,983.75,1235.95,744.7
2827,696.83,934.11,970.94,1239.06,741.66
2828,662.12,891.83,930.19,1176.18,717.11
2829,628.88,830.51,873.33,1089.49,665.14
2830,578.28,768.99,806.88,1003.17,612.73
2831,525.63,702.87,745.69,936.33,559.94
2832,487.58,667.88,709.58,872.65,529.67
2833,458.46,625.11,683.11,831.48,516.45
2834,448.22,605.57,654.24,805.43,509.56
2835,442.89,591.28,635.74,785.82,507.8
2836,457.2,606.57,645.18,796.89,515.33
2837,478.86,647.33,680.62,832.32,548.33
2838,535.62,711.8,754.78,913.96,602.72
2839,587.6,781.61,813.3,1003.15,659.87
2840,613.34,810.92,846.1,1048.35,697.83
2841,611.18,820.08,857.43,1070.8,709.18
2842,609.0,840.15,870.91,1057.32,706.87
2843,623.24,845.97,874.82,1052.58,713.56
2844,636.38,857.55,895.34,1040.57,700.7
2845,633.23,869.95,888.33,1025.85,679.81
2846,640.43,856.13,885.08,1029.06,680.38
2847,644.24,867.8,895.85,1023.75,693.17
2848,660.77,887.27,936.46,1048.82,722.24
2849,687.1,930.61,974.01,1085.24,756.13
2850,721.72,937.03,994.38,1129.73,774.82
2851,719.42,934.26,990.07,1104.27,761.71
2852,686.85,883.81,949.93,1029.24,727.14
2853,641.24,829.65,885.71,980.31,681.42
2854,596.22,768.27,822.45,914.38,620.75
2855,548.61,709.39,761.49,859.56,568.18
2856,549.76,719.38,770.31,886.16,562.5
2857,534.5,685.71,752.97,831.76,541.24
2858,522.38,664.92,728.26,820.87,529.68
2859,515.48,644.16,715.46,813.97,524.47
2860,531.48,647.9,710.81,833.96,537.69
2861,565.6,678.08,761.74,894.09,575.16
2862,620.55,743.2,845.77,955.1,635.21
2863,680.21,812.57,929.57,1050.32,684.9
2864,698.57,848.97,956.34,1093.58,707.41
2865,706.46,876.75,996.58,1138.82,707.99
2866,693.85,904.96,1030.2,1161.31,727.22
2867,711.6,901.79,1035.78,1148.06,726.25
2868,695.4,902.55,1011.68,1129.43,739.91
2869,695.31,897.48,1004.85,1126.4,729.48
2870,688.78,894.01,990.62,1133.53,732.34
2871,687.94,908.82,994.97,1144.16,724.0
2872,707.31,910.23,1037.1,1171.11,743.37
2873,744.14,960.21,1078.17,1190.95,773.41
2874,777.73,991.83,1123.72,1233.99,793.05
2875,788.59,961.82,1117.35,1207.73,784.35
2876,757.49,918.05,1075.29,1173.19,734.58
2877,716.55,880.04,1012.27,1091.91,699.45
2878,655.7,810.58,931.54,1021.68,643.14
2879,605.35,759.9,848.52,939.32,586.64
2880,570.16,734.66,794.53,893.61,555.76
2881,538.93,699.51,739.11,853.38,522.35
2882,524.23,677.72,726.46,824.25,513.38
2883,516.72,672.59,709.36,820.11,508.43
2884,524.6,690.92,713.16,832.15,528.98
2885,554.57,739.38,737.98,887.84,564.87
2886,605.93,813.37,809.8,978.24,605.17
2887,654.95,875.85,874.06,1084.66,668.43
2888,688.44,924.67,915.17,1119.91,699.24
2889,687.76,921.41,925.7,1145.38,693.88
2890,689.76,925.82,940.86,1166.05,708.72
2891,710.43,933.37,947.83,1146.2,713.86
2892,687.36,936.52,950.77,1148.52,709.19
2893,676.06,919.23,927.85,1142.65,708.79
2894,683.27,919.02,930.38,1146.38,700.88
2895,676.88,935.52,924.43,1168.92,713.79
2896,720.96,960.77,952.76,1188.43,746.88
2897,731.42,994.18,976.63,1238.26,773.45
2898,772.98,1037.02,1013.47,1282.6,812.65
2899,782.0,1027.94,1006.78,1255.08,796.86
2900,756.46,970.66,973.92,1200.63,758.47
2901,706.24,900.38,914.84,1128.05,712.28
2902,654.07,847.37,851.58,1030.05,665.01
2903,592.37,773.08,786.33,951.12,610.79
2904,562.92,733.22,732.05,879.32,583.12
2905,528.15,692.42,693.21,827.24,550.22
2906,513.1,672.48,654.99,807.87,537.58
2907,512.74,662.39,654.24,811.22,534.13
2908,512.6,666.57,676.72,807.84,539.16
2909,537.51,707.06,701.17,859.59,563.67
2910,592.91,786.05,771.6,940.55,619.77
2911,636.67,863.76,842.8,1033.42,673.3
2912,673.7,893.84,869.99,1041.22,693.45
2913,690.46,903.62,881.63,1088.92,708.77
2914,684.73,890.7,903.15,1111.26,708.13
2915,691.9,910.28,908.85,1147.01,736.39
2916,686.18,906.31,914.45,1162.15,732.68
2917,675.2,884.6,899.8,1135.93,725.25
2918,677.24,872.93,892.97,1143.66,720.67
2919,679.06,890.33,917.73,1156.68,724.03
2920,708.68,913.22,933.13,1162.85,749.2
2921,736.46,964.69,979.16,1226.46,789.5
2922,773.53,1001.24,1019.71,1257.5,813.21
