hour,bus001,bus002,bus003,bus004,bus006,bus007,bus011,bus012,bus013,bus014,bus015,bus016,bus017,bus018,bus019,bus020,bus021,bus022,bus023,bus027,bus028,bus029,bus031,bus032,bus033,bus034,bus035,bus036,bus039,bus040,bus041,bus042,bus043,bus044,bus045,bus046,bus047,bus048,bus049,bus050,bus051,bus052,bus053,bus054,bus055,bus056,bus057,bus058,bus059,bus060,bus062,bus066,bus067,bus070,bus074,bus075,bus076,bus077,bus078,bus079,bus080,bus082,bus083,bus084,bus085,bus086,bus088,bus090,bus092,bus093,bus094,bus095,bus096,bus097,bus098,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus110,bus112,bus114,bus115,bus117,bus118
1890,308.0111,120.7808,235.5312,181.1997,314.0416,114.7503,422.7614,283.8321,205.3217,84.5409,543.5422,150.9903,64.8327,362.3425,271.7711,108.7198,84.5409,60.4189,42.2705,374.4604,102.6893,144.9598,259.7101,356.312,86.6278,222.1744,124.2658,116.7453,95.7801,70.192,131.2542,131.2542,20.9506,18.6228,61.6879,32.5898,39.5733,23.2784,101.2612,19.7867,19.7867,20.9506,26.7702,131.5232,73.3271,97.7695,13.9671,13.9671,322.4064,90.7859,89.622,45.393,32.5898,123.1982,126.9315,87.732,79.1467,70.9992,82.6385,45.393,151.3099,155.5834,57.6235,31.6929,69.1482,60.5047,138.2964,224.7316,284.4209,52.5085,131.2712,183.7797,166.2768,26.5151,60.101,161.9011,96.2655,21.8785,100.6413,166.2768,135.6469,188.1554,120.8901,8.7514,35.0056,170.6525,109.3927,24.0684,66.1951,60.1851,58.3333
1891,305.5907,119.8317,233.6803,179.7758,311.5738,113.8486,419.4393,281.6017,203.7083,83.8766,539.271,149.8038,64.3232,359.4952,269.6355,107.8655,83.8766,59.9441,41.9383,371.5179,101.8824,143.8206,257.6693,353.5121,85.9471,220.4285,123.2893,115.8279,95.0275,69.6404,130.2228,130.2228,20.8222,18.5087,61.3099,32.3902,39.3309,23.1358,100.6408,19.6655,19.6655,20.8222,26.6062,130.7174,72.8779,97.1705,13.8815,13.8815,320.4312,90.2297,89.0729,45.1149,32.3902,122.4434,126.1538,87.1946,78.6618,70.5643,82.1322,45.1149,150.3829,154.6303,57.2705,31.4988,68.7246,60.134,137.4491,223.3548,277.645,51.2575,128.1438,179.4014,162.3155,25.8834,58.6691,158.0441,93.9722,21.3573,98.2436,162.3155,132.4153,183.6728,118.01,8.5429,34.1717,166.587,106.7865,23.495,64.6181,58.7513,56.9436
1892,300.6723,117.9031,229.9193,176.8824,306.5591,112.0163,412.6885,277.0695,200.4297,82.5266,530.5916,147.3927,63.288,353.7092,265.2958,106.1294,82.5266,58.9793,41.2633,365.5384,100.2426,141.5059,253.5222,347.8224,84.5638,216.8808,121.305,113.9637,93.498,68.5196,128.1269,128.1269,20.6242,18.3326,60.7268,32.0821,38.9568,22.9158,99.6836,19.4784,19.4784,20.6242,26.3531,129.4742,72.1847,96.2463,13.7495,13.7495,317.3835,89.3715,88.2257,44.6858,32.0821,121.2788,124.954,86.3652,77.9137,69.8931,81.351,44.6858,148.9526,153.1595,56.7258,31.1992,68.0709,59.562,136.1418,221.2305,263.3452,48.6176,121.5439,170.1615,153.9556,24.5504,55.6474,149.9042,89.1322,20.2573,93.1837,153.9556,125.5954,174.213,111.9321,8.1029,32.4117,158.0071,101.2866,22.2849,61.29,55.7254,54.0108
1893,290.8182,114.039,222.384,171.0853,296.512,108.3451,399.1632,267.9889,193.8609,79.8219,513.2022,142.5621,61.2138,342.1169,256.6011,102.6512,79.8219,57.0463,39.911,353.5584,96.9573,136.8682,245.2133,336.423,81.7923,209.7728,117.3294,110.2287,90.4337,66.2739,123.9277,123.9277,19.7997,17.5997,58.2991,30.7995,37.3995,21.9997,95.6986,18.6997,18.6997,19.7997,25.2996,124.2982,69.299,92.3986,13.1998,13.1998,304.6955,85.7987,84.6988,42.8994,30.7995,116.4305,119.9587,82.9126,74.7989,67.099,78.0989,42.8994,142.9979,147.0367,54.458,29.9519,65.3496,57.1809,130.6993,212.3864,243.4539,44.9453,112.3633,157.3087,142.3269,22.696,51.4442,138.5814,82.3998,18.7272,86.1452,142.3269,116.1088,161.0541,103.4775,7.4909,29.9636,146.0723,93.6361,20.6016,56.6606,51.5162,49.9312
1894,274.0416,107.4603,209.5552,161.2158,279.407,102.0949,376.1365,252.5293,182.6775,75.2172,483.5968,134.3381,57.6825,322.381,241.7984,96.7295,75.2172,53.7555,37.6086,333.1625,91.3641,128.9726,231.0676,317.0156,77.0739,197.6715,110.561,103.8699,85.2169,62.4508,116.7786,116.7786,18.625,16.5555,54.8402,28.9722,35.1805,20.6944,90.0206,17.5902,17.5902,18.625,23.7986,116.9233,65.1873,86.9165,12.4166,12.4166,286.6174,80.7081,79.6734,40.3541,28.9722,109.5225,112.8413,77.9933,70.361,63.1179,73.4651,40.3541,134.5136,138.3127,51.2269,28.1748,61.4723,53.7883,122.9447,199.7851,220.44,40.6966,101.7415,142.4381,128.8726,20.5505,46.5812,125.4812,74.6105,16.9569,78.0018,128.8726,105.1329,145.8295,93.6957,6.7828,27.1311,132.264,84.7846,18.6542,51.3044,46.6464,45.2111
1895,254.9418,99.9707,194.9499,149.9796,259.9332,94.9792,349.921,234.9288,169.9455,69.9748,449.8917,124.9751,53.6622,299.9121,224.9458,89.9878,69.9748,50.0089,34.9874,309.9421,84.9963,119.9837,214.9629,294.9206,71.7021,183.8945,102.8552,96.6305,79.2775,58.0981,108.6396,108.6396,17.2763,15.3567,50.8692,26.8743,32.6331,19.1959,83.5023,16.3165,16.3165,17.2763,22.0753,108.457,60.4672,80.6229,11.5176,11.5176,265.8637,74.8641,73.9043,37.4321,26.8743,101.592,104.6706,72.3459,65.2662,58.5476,68.1456,37.4321,124.7736,128.2976,47.5177,26.1347,57.0212,49.8935,114.0424,185.3188,200.9936,37.1065,92.7663,129.8728,117.5039,18.7376,42.4719,114.4117,68.0286,15.461,71.1208,117.5039,95.8585,132.965,85.4302,6.1844,24.7377,120.5961,77.3052,17.0086,46.7785,42.5314,41.2228
1896,234.1749,91.8273,179.0698,137.7627,238.7598,87.2425,321.4173,215.7921,156.1022,64.2748,413.2447,114.795,49.291,275.482,206.6223,82.6576,64.2748,45.9353,32.1374,284.6951,78.0727,110.2101,197.4526,270.8972,65.8614,168.9149,94.4769,88.7592,72.8198,53.3656,99.7901,99.7901,12.9473,11.5087,38.1225,20.1402,24.456,14.3859,62.5785,12.228,12.228,12.9473,16.5437,81.2801,45.3155,60.4206,8.6315,8.6315,199.2442,56.1049,55.3856,28.0524,20.1402,76.1353,78.4425,54.2176,48.9119,43.8769,51.0698,28.0524,93.5081,96.1491,35.6108,19.5859,42.7329,37.3913,85.4659,138.8821,176.8408,32.6475,81.6188,114.2663,103.3838,16.486,37.3682,100.6632,59.8538,13.6031,62.5744,103.3838,84.3394,116.987,75.1643,5.4413,21.765,106.1045,68.0157,14.9647,41.1573,37.4205,36.2691
1897,236.1623,92.6067,180.5896,138.9319,240.7861,87.9829,324.1452,217.6236,157.427,64.8203,416.7519,115.7693,49.7094,277.8201,208.376,83.3591,64.8203,46.3252,32.4102,287.1113,78.7353,111.1455,199.1284,273.1963,66.4204,170.3485,95.2787,89.5125,73.4378,53.8185,100.637,100.637,13.6992,12.1771,40.3365,21.3098,25.8762,15.2213,66.2127,12.9381,12.9381,13.6992,17.5045,86.0004,47.9471,63.9295,9.1328,9.1328,210.8152,59.3631,58.6021,29.6816,21.3098,80.5569,82.998,57.3663,51.7525,46.425,54.0357,29.6816,98.9386,101.7329,37.6789,20.7234,45.2146,39.5628,90.4293,146.9476,180.0567,33.2412,83.1031,116.3443,105.2639,16.7858,38.0478,102.4938,60.9423,13.8505,63.7124,105.2639,85.8732,119.1144,76.5312,5.5402,22.1608,108.034,69.2526,15.2368,41.9057,38.101,36.9287
1898,238.8635,93.6659,182.6552,140.5209,243.5402,88.9892,327.8528,220.1127,159.2276,65.5617,421.5187,117.0934,50.2779,280.9978,210.7593,84.3126,65.5617,46.855,32.7809,290.3952,79.6359,112.4167,201.406,276.3211,67.1801,172.2969,96.3685,90.5363,74.2778,54.4341,101.7881,101.7881,14.8696,13.2175,43.7829,23.1306,28.0871,16.5218,71.87,14.0436,14.0436,14.8696,19.0001,93.3483,52.0438,69.3917,9.9131,9.9131,228.8274,64.4351,63.609,32.2176,23.1306,87.4397,90.0894,62.2677,56.1742,50.3916,58.6525,32.2176,107.3919,110.4251,40.8982,22.494,49.0778,42.9431,98.1556,159.5029,176.7196,32.6252,81.5629,114.1881,103.313,16.4747,37.3426,100.5942,59.8128,13.5938,62.5316,103.313,84.2817,116.9068,75.1128,5.4375,21.7501,106.0318,67.9691,14.9544,41.1291,37.3949,36.2443
1899,252.7741,99.1207,193.2923,148.7044,257.7231,94.1717,346.9457,232.9313,168.5005,69.3798,446.0664,123.9125,53.2059,297.362,223.0332,89.2226,69.3798,49.5837,34.6899,307.3068,84.2736,118.9635,213.1351,292.413,71.0924,182.3309,101.9807,95.8089,78.6034,57.6042,107.7158,107.7158,16.9104,15.0314,49.7916,26.305,31.9418,18.7893,81.7334,15.9709,15.9709,16.9104,21.6077,106.1595,59.1863,78.915,11.2736,11.2736,260.2318,73.2783,72.3388,36.6391,26.305,99.44,102.4533,70.8133,63.8836,57.3074,66.702,36.6391,122.1304,125.5798,46.5111,25.5811,55.8133,48.8366,111.6265,181.3931,180.8955,33.3961,83.4902,116.8863,105.7543,16.864,38.225,102.9713,61.2262,13.915,64.0092,105.7543,86.2732,119.6693,76.8877,5.566,22.2641,108.5373,69.5752,15.3078,42.101,38.2785,37.1007
1900,284.215,111.4496,217.3347,167.2007,289.7795,105.885,390.1,261.904,189.4591,78.0095,501.5496,139.3252,59.8239,334.3489,250.7748,100.3204,78.0095,55.7511,39.0047,345.5306,94.7558,133.7606,239.6456,328.7843,79.9352,205.0098,114.6654,107.7259,88.3804,64.7691,121.1139,121.1139,18.2221,16.1974,53.6539,28.3455,34.4195,20.2468,88.0734,17.2097,17.2097,18.2221,23.2838,114.3942,63.7773,85.0364,12.1481,12.1481,280.4176,78.9624,77.95,39.4812,28.3455,107.1534,110.4005,76.3062,68.839,61.7526,71.876,39.4812,131.6039,135.3209,50.1189,27.5654,60.1426,52.6248,120.2853,195.4635,199.8955,36.9038,92.2595,129.1633,116.862,18.6353,42.2399,113.7867,67.6569,15.3766,70.7323,116.862,95.3348,132.2386,84.9635,6.1506,24.6025,119.9373,76.8829,16.9156,46.523,42.299,40.9976
1901,314.3941,123.2838,240.4122,184.9548,320.5496,117.1284,431.5225,289.7141,209.5767,86.2929,554.8063,154.1193,66.1762,369.8515,277.4031,110.9729,86.2929,61.671,43.1464,382.2206,104.8174,147.9638,265.0922,363.696,88.423,226.7786,126.841,119.1647,97.765,71.6466,133.9743,133.9743,19.2703,17.1291,56.7402,29.976,36.3994,21.4114,93.1397,18.1997,18.1997,19.2703,24.6231,120.9745,67.446,89.9279,12.8468,12.8468,296.5481,83.5045,82.4339,41.7523,29.976,113.3172,116.751,80.6956,72.7988,65.3048,76.0105,41.7523,139.1742,143.105,53.0019,29.151,63.6022,55.6519,127.2044,206.7072,237.8176,43.9048,109.762,153.6668,139.0318,22.1705,50.2532,135.3731,80.4921,18.2937,84.1508,139.0318,113.4207,157.3255,101.0818,7.3175,29.2699,142.6905,91.4683,20.1247,55.3488,50.3236,48.7752
1902,316.0393,123.929,241.6703,185.9227,322.227,117.7413,433.7806,291.2302,210.6734,86.7445,557.7096,154.9258,66.5225,371.7869,278.8548,111.5536,86.7445,61.9937,43.3722,384.2207,105.3659,148.7381,266.4794,365.5992,88.8857,227.9653,127.5048,119.7883,98.2766,72.0215,134.6753,134.6753,20.0997,17.8664,59.1823,31.2661,37.966,22.333,97.1484,18.983,18.983,20.0997,25.6829,126.1812,70.3488,93.7984,13.3998,13.3998,309.3115,87.0985,85.9819,43.5493,31.2661,118.1943,121.776,84.1687,75.9321,68.1155,79.282,43.5493,145.1642,149.2642,55.283,30.4057,66.3397,58.0472,132.6793,215.6039,254.0716,46.9055,117.2638,164.1693,148.5341,23.6858,53.6878,144.6254,85.9935,19.544,89.9023,148.5341,121.1726,168.0781,107.9904,7.8176,31.2703,152.4429,97.7198,21.5001,59.1317,53.763,52.1088
1903,313.037,122.7517,239.3745,184.1564,319.1659,116.6228,429.6598,288.4636,208.6721,85.9204,552.4115,153.4541,65.8906,368.255,276.2057,110.4939,85.9204,61.4048,42.9602,380.5707,104.3649,147.3251,263.9479,362.1261,88.0413,225.7997,126.2935,118.6503,97.343,71.3374,133.396,133.396,20.5881,18.3005,60.6205,32.0259,38.8886,22.8757,99.5092,19.4443,19.4443,20.5881,26.307,129.2476,72.0584,96.0778,13.7254,13.7254,316.8281,89.2151,88.0713,44.6076,32.0259,121.0666,124.7353,86.2141,77.7773,69.7708,81.2086,44.6076,148.6919,152.8915,56.6265,31.1446,67.9518,59.4578,135.9036,220.8433,261.8262,48.3371,120.8429,169.18,153.0676,24.4087,55.3265,149.0396,88.6181,20.1405,92.6462,153.0676,124.871,173.2081,111.2864,8.0562,32.2248,157.0957,100.7024,22.1564,60.9365,55.4039,53.6992
1904,314.6128,123.3696,240.5794,185.0834,320.7725,117.2098,431.8226,289.9156,209.7225,86.3529,555.1922,154.2265,66.2223,370.1088,277.5961,111.0501,86.3529,61.7139,43.1765,382.4864,104.8903,148.0667,265.2766,363.949,88.4845,226.9363,126.9293,119.2476,97.833,71.6964,134.0674,134.0674,20.9592,18.6304,61.7132,32.6032,39.5896,23.288,101.3028,19.7948,19.7948,20.9592,26.7812,131.5772,73.3572,97.8096,13.9728,13.9728,322.5389,90.8232,89.6588,45.4116,32.6032,123.2488,126.9836,87.7681,79.1792,71.0284,82.6724,45.4116,151.372,155.6474,57.6472,31.7059,69.1766,60.5295,138.3532,224.824,267.5243,49.3891,123.4728,172.8619,156.3988,24.94,56.5305,152.2831,90.5467,20.5788,94.6625,156.3988,127.5885,176.9776,113.7084,8.2315,32.9261,160.5146,102.894,22.6385,62.2627,56.6097,54.8679
1905,316.3392,124.0465,241.8995,186.099,322.5327,117.853,434.1921,291.5065,210.8733,86.8267,558.2387,155.0728,66.5856,372.1396,279.1193,111.6594,86.8267,62.0525,43.4134,384.5852,105.4658,148.8792,266.7322,365.9461,88.9701,228.1816,127.6258,119.9019,98.3698,72.0899,134.8031,134.8031,21.0516,18.7125,61.9852,32.7469,39.7641,23.3906,101.7493,19.8821,19.8821,21.0516,26.8992,132.1571,73.6805,98.2407,14.0344,14.0344,323.9604,91.2235,90.054,45.6118,32.7469,123.792,127.5433,88.1549,79.5282,71.3415,83.0368,45.6118,152.0392,156.3334,57.9012,31.8457,69.4815,60.7963,138.963,225.8148,267.3183,49.3511,123.3777,172.7287,156.2784,24.9207,56.487,152.1658,90.477,20.5629,94.5895,156.2784,127.4903,176.8413,113.6208,8.2252,32.9007,160.391,102.8147,22.6211,62.2147,56.5661,54.8256
1906,312.1068,122.3869,238.6631,183.6092,318.2175,116.2762,428.383,287.6063,208.052,85.6651,550.7699,152.998,65.6948,367.1607,275.3849,110.1655,85.6651,61.2223,42.8325,379.4397,104.0548,146.8873,263.1635,361.05,87.7797,225.1287,125.9182,118.2977,97.0537,71.1254,132.9995,132.9995,21.3064,18.939,62.7354,33.1432,40.2453,23.6737,102.9807,20.1227,20.1227,21.3064,27.2248,133.7566,74.5723,99.4297,14.2042,14.2042,327.8812,92.3276,91.1439,46.1638,33.1432,125.2902,129.0869,89.2218,80.4907,72.2049,84.0418,46.1638,153.8793,158.2254,58.602,32.2311,70.3224,61.5321,140.6448,228.5478,260.99,48.1828,120.4569,168.6397,152.5787,24.3308,55.1498,148.5635,88.3351,20.0761,92.3503,152.5787,124.4721,172.6549,110.931,8.0305,32.1218,156.594,100.3808,22.0856,60.7419,55.227,53.5277
1907,306.3977,120.1482,234.2974,180.2506,312.3966,114.1493,420.5469,282.3454,204.2462,84.0981,540.6951,150.1994,64.4931,360.4445,270.3475,108.1503,84.0981,60.1024,42.049,372.4989,102.1514,144.2004,258.3497,354.4456,86.174,221.0106,123.6149,116.1338,95.2784,69.8243,130.5667,130.5667,21.503,19.1138,63.3145,33.4491,40.6168,23.8923,103.9313,20.3084,20.3084,21.503,27.4761,134.9912,75.2606,100.3474,14.3353,14.3353,330.9077,93.1798,91.9852,46.5899,33.4491,126.4467,130.2784,90.0454,81.2337,72.8714,84.8175,46.5899,155.2996,159.6859,59.1429,32.5286,70.9715,62.1001,141.943,230.6574,255.4054,47.1518,117.8794,165.0312,149.3139,23.8102,53.9697,145.3846,86.4449,19.6466,90.3742,149.3139,121.8087,168.9605,108.5573,7.8586,31.4345,153.2432,98.2328,21.613,59.4421,54.0452,52.3823
1908,299.9262,117.6105,229.3488,176.4435,305.7984,111.7383,411.6645,276.382,199.9323,82.3218,529.275,147.027,63.1309,352.8316,264.6375,105.8661,82.3218,58.833,41.1609,364.6314,99.9939,141.1548,252.8931,346.9593,84.3539,216.3426,121.004,113.6809,93.266,68.3496,127.809,127.809,21.6303,19.2269,63.6893,33.6472,40.8573,24.0337,104.5465,20.4286,20.4286,21.6303,27.6387,135.7903,75.7061,100.9415,14.4202,14.4202,332.8665,93.7314,92.5297,46.8657,33.6472,127.1952,131.0496,90.5784,81.7145,73.3027,85.3196,46.8657,156.2189,160.6312,59.493,32.7212,71.3916,62.4677,142.7833,232.0228,255.3985,47.1505,117.8762,165.0267,149.3099,23.8095,53.9682,145.3807,86.4426,19.646,90.3718,149.3099,121.8054,168.9559,108.5544,7.8584,31.4337,153.2391,98.2302,21.6124,59.4405,54.0438,52.3809
1909,295.5943,115.9118,226.0363,173.8951,301.3817,110.1244,405.7187,272.3901,197.0447,81.1328,521.6306,144.9034,62.2191,347.7355,260.8153,104.337,81.1328,57.9832,40.5664,359.3649,98.5496,139.116,249.2405,341.9481,83.1356,213.2179,119.2563,112.039,91.919,67.3624,125.963,125.963,21.7807,19.3606,64.132,33.8811,41.1413,24.2008,105.2733,20.5706,20.5706,21.7807,27.8309,136.7343,76.2324,101.6432,14.5205,14.5205,335.1805,94.383,93.1729,47.1915,33.8811,128.0794,131.9607,91.2081,82.2826,73.8123,85.9127,47.1915,157.305,161.7478,59.9066,32.9486,71.8879,62.9019,143.7759,233.6358,252.389,46.5949,116.4872,163.0821,147.5505,23.529,53.3323,143.6676,85.424,19.4145,89.3069,147.5505,120.3701,166.965,107.2752,7.7658,31.0633,151.4334,97.0727,21.3578,58.7401,53.407,51.7637
1910,296.8626,116.4092,227.0061,174.6412,302.6748,110.5969,407.4595,273.5588,197.8901,81.4809,523.8687,145.5252,62.486,349.2275,261.9343,104.7847,81.4809,58.232,40.7405,360.9068,98.9725,139.7129,250.3099,343.4153,83.4923,214.1328,119.768,112.5197,92.3133,67.6514,126.5035,126.5035,21.4202,19.0402,63.0706,33.3203,40.4604,23.8002,103.5311,20.2302,20.2302,21.4202,27.3703,134.4714,74.9708,99.961,14.2801,14.2801,329.6334,92.821,91.6309,46.4105,33.3203,125.9598,129.7767,89.6986,80.9208,72.5907,84.4909,46.4105,154.7016,159.0709,58.9152,32.4033,70.6982,61.8609,141.3964,229.7691,247.5492,45.7014,114.2535,159.9549,144.7211,23.0778,52.3096,140.9126,83.7859,19.0422,87.5943,144.7211,118.0619,163.7633,105.2181,7.6169,30.4676,148.5295,95.2112,20.9482,57.6137,52.3828,50.7711
1911,297.3174,116.5875,227.3539,174.9087,303.1385,110.7664,408.0837,273.9779,198.1933,81.6058,524.6713,145.7481,62.5818,349.7625,262.3356,104.9452,81.6058,58.3212,40.8029,361.4597,99.1241,139.927,250.6934,343.9414,83.6202,214.4608,119.9515,112.6921,92.4548,67.755,126.6973,126.6973,20.8504,18.5337,61.3929,32.434,39.3841,23.1671,100.777,19.6921,19.6921,20.8504,26.6422,130.8942,72.9764,97.3019,13.9003,13.9003,320.8646,90.3518,89.1934,45.1759,32.434,122.609,126.3245,87.3125,78.7682,70.6597,82.2433,45.1759,150.5863,154.8394,57.3479,31.5414,68.8175,60.2153,137.635,223.6569,245.3826,45.3014,113.2535,158.5549,143.4544,22.8758,51.8518,139.6793,83.0526,18.8756,86.8277,143.4544,117.0286,162.33,104.2972,7.5502,30.2009,147.2295,94.3779,20.7649,57.1095,51.9244,50.3267
1912,297.8817,116.8088,227.7854,175.2407,303.7139,110.9766,408.8584,274.498,198.5695,81.7607,525.6672,146.0248,62.7006,350.4265,262.8336,105.1444,81.7607,58.4319,40.8803,362.1459,99.3122,140.1926,251.1692,344.5943,83.7789,214.8679,120.1792,112.906,92.6303,67.8836,126.9378,126.9378,21.4165,19.0369,63.0596,33.3145,40.4534,23.7961,103.513,20.2267,20.2267,21.4165,27.3655,134.4479,74.9577,99.9436,14.2777,14.2777,329.5759,92.8048,91.615,46.4024,33.3145,125.9378,129.7541,89.683,80.9067,72.5781,84.4761,46.4024,154.6746,159.0432,58.9049,32.3977,70.6859,61.8501,141.3717,229.729,244.8196,45.1975,112.9937,158.1912,143.1253,22.8233,51.7328,139.3589,82.862,18.8323,86.6285,143.1253,116.7601,161.9576,104.058,7.5329,30.1316,146.8918,94.1614,20.7172,56.9784,51.8052,50.2113
1913,303.3441,118.9508,231.9624,178.4542,309.2832,113.0117,416.3557,279.5315,202.2107,83.2599,535.3065,148.7025,63.8503,356.8523,267.6533,107.0725,83.2599,59.5034,41.63,368.7866,101.1334,142.7633,255.775,350.9132,85.3152,218.808,122.383,114.9764,94.3289,69.1285,129.2655,129.2655,21.4414,19.059,63.1329,33.3532,40.5004,23.8237,103.6333,20.2502,20.2502,21.4414,27.3973,134.6042,75.0448,100.0597,14.2942,14.2942,329.9589,92.9126,91.7214,46.4563,33.3532,126.0841,129.9049,89.7872,81.0007,72.6624,84.5743,46.4563,154.8544,159.228,58.9733,32.4353,70.768,61.922,141.536,229.996,244.198,45.0827,112.7068,157.7895,142.7619,22.7654,51.6015,139.005,82.6516,18.7845,86.4085,142.7619,116.4636,161.5464,103.7937,7.5138,30.0551,146.5188,93.9223,20.6646,56.8338,51.6737,50.0838
1914,312.3887,122.4974,238.8787,183.775,318.5049,116.3812,428.7699,287.8661,208.2399,85.7424,551.2673,153.1362,65.7541,367.4923,275.6337,110.265,85.7424,61.2776,42.8712,379.7825,104.1488,147.02,263.4012,361.3761,87.859,225.332,126.032,118.4046,97.1414,71.1896,133.1197,133.1197,20.6012,18.3122,60.6592,32.0464,38.9135,22.8903,99.5727,19.4567,19.4567,20.6012,26.3238,129.33,72.1043,96.1391,13.7342,13.7342,317.0302,89.272,88.1275,44.636,32.0464,121.1438,124.8149,86.2691,77.8269,69.8153,81.2604,44.636,148.7867,152.989,56.6626,31.1644,67.9951,59.4957,135.9902,220.9842,274.5347,50.6833,126.7083,177.3917,160.4972,25.5935,58.0119,156.2736,92.9195,21.1181,97.1431,160.4972,130.932,181.6153,116.6881,8.4472,33.7889,164.7208,105.5903,23.2318,63.8942,58.0931,56.3057
1915,307.7627,120.6834,235.3412,181.0536,313.7883,114.6578,422.4204,283.6032,205.1561,84.4727,543.1039,150.8685,64.7804,362.0503,271.5519,108.6321,84.4727,60.3701,42.2364,374.1584,102.6065,144.8428,259.5006,356.0246,86.5579,221.9952,124.1656,116.6512,95.7029,70.1354,131.1484,131.1484,19.5603,17.3869,57.5942,30.4271,36.9473,21.7337,94.5415,18.4736,18.4736,19.5603,24.9937,122.7953,68.4611,91.2814,13.0402,13.0402,301.0114,84.7613,83.6747,42.3807,30.4271,115.0227,118.5083,81.9101,73.8945,66.2877,77.1546,42.3807,141.2689,145.2589,53.7996,29.5898,64.5595,56.4896,129.119,209.8184,279.824,51.6598,129.1495,180.8094,163.5894,26.0866,59.1296,159.2844,94.7097,21.5249,99.0146,163.5894,133.4545,185.1143,118.9362,8.61,34.4399,167.8944,107.6246,23.6794,65.1252,59.2124,57.3905
1916,291.2416,114.205,222.7078,171.3344,296.9437,108.5028,399.7443,268.379,194.1431,79.9381,513.9493,142.7697,61.3029,342.615,256.9747,102.8006,79.9381,57.1294,39.9691,354.0731,97.0984,137.0675,245.5703,336.9128,81.9114,210.0782,117.5002,110.3892,90.5654,66.3704,124.1081,124.1081,17.5535,15.6031,51.6854,27.3055,33.1567,19.5039,84.8421,16.5783,16.5783,17.5535,22.4295,110.1972,61.4374,81.9165,11.7024,11.7024,270.1295,76.0653,75.0901,38.0327,27.3055,103.2221,106.35,73.5066,66.3134,59.487,69.239,38.0327,126.7756,130.3562,48.2801,26.554,57.9361,50.6941,115.8722,188.2923,266.8336,49.2616,123.154,172.4156,155.995,24.8756,56.3846,151.8899,90.3129,20.5257,94.418,155.995,127.2591,176.5207,113.4148,8.2103,32.8411,160.1002,102.6283,22.5801,62.1019,56.4635,54.7262
1917,270.0766,105.9055,206.5233,158.8832,275.3643,100.6177,370.6943,248.8755,180.0344,74.1289,476.5998,132.3944,56.8479,317.7166,238.2999,95.3299,74.1289,52.9777,37.0644,328.3421,90.0421,127.1066,227.7243,312.4288,75.9588,194.8115,108.9613,102.367,83.9839,61.5472,115.089,115.089,16.0193,14.2394,47.1681,24.919,30.2588,17.7993,77.4268,15.1294,15.1294,16.0193,20.4692,100.5659,56.0677,74.7569,10.6796,10.6796,246.5199,69.4172,68.5272,34.7086,24.919,94.2004,97.0549,67.0821,60.5175,54.2878,63.1874,34.7086,115.6953,118.9629,44.0604,24.2332,52.8724,46.2634,105.7448,171.8354,243.7248,44.9953,112.4884,157.4837,142.4852,22.7212,51.5015,138.7356,82.4915,18.7481,86.2411,142.4852,116.238,161.2333,103.5926,7.4992,29.9969,146.2349,93.7403,20.6246,56.7236,51.5736,49.9867
1918,250.4942,98.2267,191.549,147.3632,255.3986,93.3223,343.8165,230.8304,166.9807,68.7541,442.0432,122.7949,52.7261,294.68,221.0216,88.4179,68.7541,49.1365,34.377,304.5351,83.5135,117.8905,211.2128,289.7756,70.4512,180.6864,101.0609,94.9447,77.8945,57.0846,106.7443,106.7443,14.7387,13.1011,43.3973,22.9269,27.8398,16.3763,71.2371,13.9199,13.9199,14.7387,18.8328,92.5263,51.5855,68.7806,9.8258,9.8258,226.8123,63.8677,63.0489,31.9339,22.9269,86.6697,89.2961,61.7193,55.6796,49.9478,58.136,31.9339,106.4462,109.4527,40.538,22.2959,48.6456,42.5649,97.2913,158.0983,218.4584,40.3308,100.827,141.1577,127.7141,20.3658,46.1624,124.3532,73.9398,16.8045,77.3007,127.7141,104.1879,144.5186,92.8534,6.7218,26.8872,131.075,84.0225,18.4865,50.8432,46.2271,44.8047
1919,241.4059,94.6628,184.5992,142.0166,246.1323,89.9364,331.3422,222.4555,160.9224,66.2595,426.0051,118.3397,50.8131,283.9885,213.0025,85.2099,66.2595,47.3537,33.1298,293.486,80.4835,113.6132,203.5496,279.2621,67.8951,174.1307,97.3942,91.5,75.0683,55.0135,102.8714,102.8714,14.1199,12.551,41.5753,21.9643,26.6709,15.6888,68.2462,13.3355,13.3355,14.1199,18.0421,88.6416,49.4197,65.8929,9.4133,9.4133,217.2896,61.1863,60.4018,30.5931,21.9643,83.0309,85.547,59.1281,53.3419,47.8508,55.6952,30.5931,101.9771,104.8573,38.836,21.3598,46.6032,40.7778,93.2065,151.4606,207.3563,38.2812,95.7029,133.9841,121.2237,19.3308,43.8164,118.0336,70.1821,15.9505,73.3722,121.2237,98.893,137.1742,88.1346,6.3802,25.5208,124.4138,79.7524,17.547,48.2594,43.8778,42.5277
